ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
22446,Male,14,Returning,Personal,Economy,143,23,26.0,4,0,3,0,3,2,5,3,3,3,4,2,3,4,Neutral or Dissatisfied
79658,Male,37,First-time,Business,Business,362,0,0.0,4,4,1,4,3,4,3,5,3,3,3,4,3,4,Neutral or Dissatisfied
90424,Female,54,Returning,Business,Business,2414,0,2.0,1,3,3,4,1,5,4,5,5,2,5,1,5,5,Satisfied
48673,Male,37,Returning,Business,Business,262,0,9.0,4,2,5,4,2,5,4,5,5,5,5,2,5,5,Satisfied
100806,Female,39,Returning,Business,Business,3733,0,0.0,5,5,4,4,5,4,5,4,4,2,4,5,4,4,Satisfied
52899,Female,25,Returning,Business,Economy Plus,836,2,0.0,3,3,3,5,3,3,5,4,5,5,5,5,5,5,Satisfied
129502,Female,42,Returning,Business,Business,1744,5,0.0,3,3,4,4,3,4,5,4,3,2,4,3,4,4,Satisfied
5706,Female,52,Returning,Personal,Economy,299,8,10.0,5,3,5,4,5,1,5,3,5,3,1,3,1,1,Neutral or Dissatisfied
39691,Female,14,First-time,Business,Economy,1463,31,56.0,3,3,3,3,4,3,4,2,2,2,4,3,2,3,Neutral or Dissatisfied
115572,Female,56,Returning,Business,Economy,337,0,0.0,3,3,4,4,3,2,3,2,3,5,2,2,2,2,Neutral or Dissatisfied
66606,Female,56,Returning,Personal,Economy,761,71,58.0,2,1,4,4,3,1,4,1,3,4,1,1,1,1,Neutral or Dissatisfied
44920,Female,15,Returning,Personal,Economy,416,56,125.0,4,1,2,1,4,2,4,3,4,4,4,1,4,3,Neutral or Dissatisfied
103584,Female,45,Returning,Business,Business,2653,0,0.0,5,5,4,3,5,3,3,3,4,2,3,3,3,3,Neutral or Dissatisfied
6849,Female,45,Returning,Personal,Economy Plus,235,0,0.0,4,4,5,5,2,5,4,4,4,3,5,4,5,1,Satisfied
103671,Male,34,Returning,Business,Business,405,0,0.0,4,4,2,4,4,2,3,3,3,2,2,2,2,2,Neutral or Dissatisfied
126374,Female,31,Returning,Personal,Economy,507,0,0.0,4,1,3,1,5,2,5,2,5,5,5,3,5,4,Neutral or Dissatisfied
38520,Female,44,Returning,Business,Business,2521,15,10.0,3,4,1,4,3,4,5,4,5,2,4,3,4,4,Satisfied
118343,Female,24,First-time,Business,Economy,202,0,0.0,0,4,3,4,3,1,3,5,3,3,2,4,3,1,Neutral or Dissatisfied
50274,Male,39,Returning,Business,Business,3692,0,0.0,2,4,5,5,2,5,1,5,5,3,5,2,5,4,Satisfied
78933,Male,25,Returning,Business,Economy,500,0,0.0,5,5,4,3,5,1,3,2,3,3,4,3,3,4,Neutral or Dissatisfied
74957,Female,17,First-time,Business,Economy,1345,0,2.0,1,1,1,1,4,1,3,3,3,3,3,1,3,2,Neutral or Dissatisfied
55982,Male,40,Returning,Business,Business,1620,0,0.0,2,2,4,3,2,5,4,5,5,4,5,2,5,5,Satisfied
67332,Female,27,First-time,Business,Business,1471,24,6.0,4,4,3,4,3,5,4,2,4,4,4,4,4,4,Satisfied
45757,Male,25,First-time,Business,Economy,391,0,0.0,0,3,5,3,3,2,4,3,4,4,4,3,4,2,Neutral or Dissatisfied
72269,Male,9,First-time,Business,Economy,921,29,24.0,1,1,2,1,3,1,1,4,1,1,3,1,1,4,Neutral or Dissatisfied
78393,Male,34,Returning,Personal,Economy,726,0,0.0,1,0,3,0,3,1,4,1,4,4,2,0,4,2,Satisfied
58373,Male,51,Returning,Business,Business,528,4,4.0,2,2,1,4,2,4,4,4,3,2,4,4,4,4,Neutral or Dissatisfied
83660,Female,17,Returning,Business,Business,3812,0,0.0,2,2,3,4,2,3,5,3,5,5,4,2,5,4,Satisfied
97389,Female,38,Returning,Business,Economy Plus,347,22,13.0,3,4,1,4,3,4,4,1,4,4,3,4,4,4,Neutral or Dissatisfied
123208,Female,43,Returning,Personal,Economy,468,0,0.0,4,3,5,4,2,3,5,3,5,5,3,3,3,3,Neutral or Dissatisfied
98800,Male,54,First-time,Business,Business,1111,46,38.0,3,3,5,3,4,4,4,2,2,2,4,3,2,4,Neutral or Dissatisfied
12967,Female,23,Returning,Personal,Economy Plus,359,0,2.0,5,2,3,2,1,4,2,5,2,2,4,2,2,5,Neutral or Dissatisfied
24910,Female,24,Returning,Business,Business,1505,4,0.0,1,1,2,5,1,4,5,4,5,5,1,1,5,2,Satisfied
74763,Male,63,Returning,Personal,Economy,1205,76,,4,2,4,2,4,2,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
68045,Male,45,Returning,Business,Business,868,17,20.0,4,4,5,5,4,2,4,2,4,3,2,4,2,2,Satisfied
78246,Male,18,Returning,Personal,Economy Plus,259,0,5.0,2,2,2,2,4,4,5,2,5,5,4,2,5,4,Neutral or Dissatisfied
119183,Male,53,Returning,Business,Business,3464,0,0.0,2,2,5,4,2,5,5,5,3,5,5,2,5,5,Satisfied
107267,Male,41,Returning,Business,Business,307,0,0.0,2,2,5,5,2,5,4,5,4,3,5,2,5,5,Satisfied
120164,Female,20,First-time,Business,Economy,119,0,0.0,0,0,4,0,1,5,3,5,4,4,5,0,4,4,Satisfied
60407,Male,52,Returning,Personal,Economy,1476,1,0.0,5,4,3,4,3,3,2,3,2,2,5,4,2,5,Neutral or Dissatisfied
126935,Female,26,Returning,Business,Business,651,0,0.0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,Satisfied
122306,Female,46,Returning,Personal,Economy,544,0,0.0,5,4,5,1,2,4,3,4,4,1,4,4,4,4,Neutral or Dissatisfied
65041,Male,66,Returning,Personal,Economy,282,0,0.0,2,4,4,4,3,1,2,1,2,2,4,4,2,4,Satisfied
128447,Female,55,First-time,Business,Economy,370,4,3.0,4,3,1,3,2,3,5,4,5,5,3,3,5,2,Neutral or Dissatisfied
117763,Female,31,Returning,Business,Economy,1670,10,3.0,1,1,3,1,1,2,1,4,1,1,4,1,1,4,Neutral or Dissatisfied
51366,Female,12,Returning,Personal,Economy Plus,89,0,0.0,4,1,2,1,3,4,3,5,3,3,3,1,3,5,Neutral or Dissatisfied
100335,Male,33,Returning,Business,Business,1130,14,2.0,2,2,5,4,2,2,4,5,4,4,4,2,4,3,Satisfied
82219,Male,51,Returning,Business,Business,1934,0,0.0,2,2,5,4,2,5,4,5,3,3,5,2,5,5,Satisfied
51198,Female,22,First-time,Business,Business,304,0,0.0,3,5,1,5,3,2,4,1,4,4,5,5,4,5,Satisfied
6267,Male,30,First-time,Business,Business,693,19,32.0,0,0,5,0,1,5,2,4,2,2,4,0,2,5,Satisfied
16802,Female,43,Returning,Business,Business,645,9,5.0,1,1,5,5,1,4,5,4,5,3,4,1,4,4,Satisfied
85831,Female,64,Returning,Personal,Economy,666,0,0.0,5,1,4,5,4,2,2,1,4,3,2,1,2,2,Neutral or Dissatisfied
75744,Male,45,Returning,Business,Business,2455,0,0.0,1,2,4,5,2,5,4,5,3,3,5,2,5,5,Satisfied
83351,Male,52,Returning,Personal,Business,1124,9,0.0,4,2,5,4,1,2,4,2,4,2,2,2,2,5,Neutral or Dissatisfied
68940,Male,55,Returning,Business,Economy,246,0,0.0,5,5,2,3,5,1,3,3,3,3,2,3,3,3,Satisfied
128785,Female,20,Returning,Personal,Economy,2248,1,40.0,4,3,4,4,1,5,4,4,4,3,5,3,3,4,Neutral or Dissatisfied
12751,Female,30,Returning,Personal,Economy,689,0,0.0,5,3,4,3,3,3,1,4,1,1,4,3,1,4,Neutral or Dissatisfied
111503,Male,35,Returning,Business,Economy,391,0,0.0,4,2,4,3,4,1,4,1,4,4,3,4,4,4,Neutral or Dissatisfied
117173,Male,46,Returning,Personal,Economy,304,0,5.0,5,5,5,5,1,4,3,5,3,3,4,2,3,5,Neutral or Dissatisfied
121056,Male,62,Returning,Personal,Economy,1013,0,8.0,4,2,4,2,3,2,4,1,4,4,4,2,4,3,Neutral or Dissatisfied
30761,Female,23,First-time,Business,Economy,683,6,4.0,0,0,2,0,2,3,2,2,2,2,2,0,2,3,Satisfied
44711,Male,31,Returning,Personal,Economy,67,0,17.0,5,2,4,2,5,3,4,5,4,4,4,2,4,5,Neutral or Dissatisfied
6598,Female,34,Returning,Personal,Economy,473,17,8.0,1,3,4,3,3,1,3,2,3,3,3,3,3,3,Neutral or Dissatisfied
2130,Male,69,Returning,Business,Business,3335,61,64.0,4,4,3,2,4,3,3,3,1,4,3,3,3,3,Neutral or Dissatisfied
96651,Male,47,Returning,Personal,Economy,937,0,0.0,4,1,4,1,1,5,5,5,5,5,4,1,5,5,Neutral or Dissatisfied
33214,Female,55,Returning,Business,Economy Plus,102,0,0.0,2,5,2,4,2,2,2,2,3,5,2,2,2,2,Satisfied
108816,Male,63,Returning,Business,Economy Plus,115,0,2.0,1,1,4,4,1,4,4,4,4,4,4,4,4,4,Satisfied
33652,Female,20,Returning,Personal,Economy,399,0,0.0,4,1,4,1,5,4,3,4,3,3,5,1,3,5,Neutral or Dissatisfied
46935,Male,34,First-time,Business,Economy,844,0,0.0,4,4,3,4,1,5,2,3,2,2,2,3,2,1,Neutral or Dissatisfied
13492,Male,39,First-time,Business,Economy,106,33,24.0,0,1,1,1,1,4,1,4,1,1,5,1,1,5,Neutral or Dissatisfied
9385,Female,21,Returning,Personal,Economy,401,71,117.0,2,5,4,5,3,3,5,2,5,5,3,3,5,3,Neutral or Dissatisfied
100322,Female,24,First-time,Business,Economy,1092,17,7.0,2,2,3,2,4,4,1,1,1,1,3,2,1,4,Neutral or Dissatisfied
9710,Female,12,Returning,Personal,Economy,212,22,8.0,1,0,3,0,1,2,3,1,3,3,2,2,3,1,Neutral or Dissatisfied
116768,Female,52,Returning,Personal,Economy Plus,308,0,0.0,4,2,5,4,2,5,5,2,5,5,5,2,5,5,Neutral or Dissatisfied
47333,Female,49,Returning,Business,Economy,558,0,0.0,5,5,5,1,5,4,5,4,4,1,4,4,4,4,Satisfied
112927,Female,67,Returning,Personal,Economy,1164,0,0.0,4,2,2,4,3,4,5,2,5,4,4,2,4,3,Neutral or Dissatisfied
27480,Female,39,First-time,Business,Business,697,0,0.0,3,3,1,3,4,3,1,5,1,1,4,3,1,3,Neutral or Dissatisfied
69794,Female,43,Returning,Business,Business,1055,128,148.0,5,5,5,5,5,5,5,4,5,5,3,5,5,4,Satisfied
13758,Male,23,Returning,Personal,Economy,384,37,37.0,4,2,4,2,3,1,5,3,5,5,3,2,5,3,Neutral or Dissatisfied
50515,Female,18,Returning,Personal,Economy,250,0,7.0,5,1,4,1,4,3,2,2,2,2,5,1,2,4,Neutral or Dissatisfied
87934,Female,12,First-time,Business,Business,581,0,12.0,1,3,1,3,4,3,2,1,2,2,4,3,2,3,Neutral or Dissatisfied
121722,Male,29,Returning,Personal,Economy Plus,683,0,0.0,4,4,5,4,3,5,4,3,1,1,5,4,1,5,Neutral or Dissatisfied
100836,Male,7,First-time,Business,Economy,711,0,0.0,4,4,1,4,3,2,3,4,2,2,3,4,2,3,Neutral or Dissatisfied
36104,Female,20,Returning,Personal,Economy,399,0,10.0,4,2,4,2,2,4,2,2,2,2,4,2,2,5,Neutral or Dissatisfied
65394,Male,55,Returning,Personal,Economy,432,0,0.0,4,2,4,2,1,3,4,5,4,4,4,2,4,5,Neutral or Dissatisfied
32061,Female,58,Returning,Business,Business,1510,0,0.0,5,1,2,3,3,2,2,2,1,3,2,0,2,2,Satisfied
30093,Female,59,Returning,Personal,Economy,234,0,0.0,4,4,3,5,1,3,4,4,4,3,3,4,3,3,Neutral or Dissatisfied
11044,Female,33,Returning,Personal,Economy,429,17,4.0,4,5,3,5,5,3,3,2,4,4,2,5,4,1,Satisfied
127786,Female,48,Returning,Personal,Economy,1037,0,0.0,4,2,3,5,3,1,4,2,4,4,1,2,1,1,Neutral or Dissatisfied
11470,Male,46,Returning,Business,Business,1724,0,0.0,5,5,3,4,5,4,4,4,5,4,4,5,4,5,Satisfied
34117,Female,22,Returning,Business,Economy,1179,0,0.0,1,1,1,4,1,1,3,5,4,4,2,4,4,2,Satisfied
78231,Male,18,Returning,Personal,Economy,259,1,0.0,5,3,2,3,4,4,3,1,2,2,4,3,2,1,Neutral or Dissatisfied
57464,Male,38,Returning,Personal,Economy,334,7,6.0,4,4,5,4,1,5,4,5,4,4,4,4,4,4,Neutral or Dissatisfied
128016,Female,51,Returning,Personal,Business,1440,194,186.0,4,2,2,2,4,2,2,3,2,2,4,2,5,4,Neutral or Dissatisfied
4065,Male,20,Returning,Personal,Economy,479,18,10.0,2,3,4,3,3,4,4,2,4,4,3,3,4,2,Neutral or Dissatisfied
79008,Female,71,Returning,Business,Economy,226,0,0.0,1,1,3,3,1,1,4,1,3,3,1,1,1,1,Neutral or Dissatisfied
124827,Female,35,Returning,Business,Economy,280,52,59.0,5,5,5,5,5,5,4,2,4,4,4,4,4,1,Satisfied
17173,Female,26,First-time,Business,Economy,643,0,0.0,4,3,3,3,4,4,5,4,5,5,3,3,5,4,Neutral or Dissatisfied
2533,Female,51,Returning,Business,Business,304,0,0.0,2,2,4,4,2,5,5,4,3,4,5,2,5,5,Satisfied
24264,Male,46,Returning,Personal,Economy,147,9,4.0,4,3,4,3,3,4,4,3,4,4,4,3,4,4,Neutral or Dissatisfied
83084,Male,55,Returning,Business,Economy,684,0,0.0,5,3,5,4,3,1,4,4,4,4,1,4,4,1,Satisfied
1247,Male,48,Returning,Personal,Economy,102,1,0.0,3,1,4,1,4,4,1,1,1,1,2,1,1,1,Neutral or Dissatisfied
27145,Male,25,Returning,Business,Economy,2681,0,24.0,3,3,5,3,3,1,5,3,5,5,2,5,4,2,Satisfied
110801,Female,16,Returning,Personal,Economy,849,0,0.0,5,3,3,3,2,3,2,5,2,2,5,3,2,5,Neutral or Dissatisfied
85699,Female,42,Returning,Business,Economy,1147,0,0.0,5,5,4,5,5,4,3,4,2,2,4,4,4,4,Satisfied
78642,Male,56,Returning,Business,Business,2172,0,0.0,2,4,3,5,2,4,5,5,4,5,4,2,4,4,Satisfied
42182,Male,26,Returning,Business,Economy,550,0,0.0,1,1,3,4,1,2,4,1,4,4,5,4,4,5,Satisfied
43415,Male,29,Returning,Business,Economy Plus,531,0,0.0,3,3,4,2,3,4,1,1,1,1,4,1,1,4,Neutral or Dissatisfied
22322,Female,23,First-time,Business,Economy,143,0,0.0,3,5,5,5,3,5,1,3,4,4,3,5,4,3,Satisfied
26494,Female,8,Returning,Business,Business,3087,5,0.0,2,2,2,3,2,3,3,1,3,3,3,3,3,3,Neutral or Dissatisfied
79201,Male,26,First-time,Business,Business,1990,0,0.0,2,2,3,2,4,3,1,5,4,4,4,2,4,3,Neutral or Dissatisfied
26344,Female,21,Returning,Personal,Economy,834,0,0.0,4,4,1,4,2,4,5,2,4,4,1,4,4,3,Satisfied
8518,Female,45,First-time,Personal,Economy,737,0,0.0,2,5,3,5,3,2,2,5,2,2,4,5,2,4,Satisfied
98038,Male,55,Returning,Business,Business,1797,87,60.0,4,4,5,4,4,3,4,4,5,5,3,4,3,3,Satisfied
74655,Male,18,Returning,Personal,Economy,1464,122,105.0,1,1,4,1,3,3,4,3,5,5,4,1,5,4,Neutral or Dissatisfied
68878,Male,30,Returning,Business,Economy,936,9,19.0,5,5,4,2,5,2,3,4,3,3,2,3,3,3,Neutral or Dissatisfied
72030,Female,22,First-time,Business,Economy,3784,0,0.0,1,1,4,4,3,3,4,4,4,2,4,2,3,4,Neutral or Dissatisfied
104997,Male,43,Returning,Personal,Economy,406,0,0.0,5,2,3,2,4,2,2,1,4,4,4,2,4,2,Neutral or Dissatisfied
129760,Male,41,Returning,Business,Economy,308,0,0.0,4,4,3,1,4,2,1,4,1,1,3,1,1,3,Neutral or Dissatisfied
80707,Male,33,Returning,Personal,Economy,748,0,0.0,4,2,3,2,5,3,5,4,1,1,4,2,1,4,Neutral or Dissatisfied
116335,Male,46,Returning,Personal,Economy,446,81,72.0,3,4,5,4,1,3,2,4,2,2,2,3,2,3,Neutral or Dissatisfied
62999,Female,35,Returning,Business,Business,853,0,18.0,5,5,4,4,5,2,4,2,3,2,2,2,2,2,Neutral or Dissatisfied
59250,Male,19,First-time,Business,Business,3801,0,0.0,2,3,5,4,4,5,5,2,5,3,2,3,4,3,Neutral or Dissatisfied
11322,Male,70,Returning,Personal,Economy,166,0,0.0,5,3,4,3,2,3,1,2,1,1,4,3,1,5,Neutral or Dissatisfied
77137,Female,33,Returning,Business,Business,2105,0,0.0,3,3,1,2,3,3,4,3,4,2,3,3,3,3,Neutral or Dissatisfied
95883,Female,39,First-time,Business,Economy,180,4,0.0,3,2,1,2,3,4,3,5,3,3,3,2,3,4,Neutral or Dissatisfied
78727,Female,56,Returning,Business,Business,432,22,27.0,2,2,3,5,2,4,4,5,4,3,4,2,4,4,Satisfied
84997,Male,58,Returning,Business,Business,1590,29,7.0,5,5,3,3,5,4,5,4,3,2,4,5,4,4,Satisfied
104887,Male,44,Returning,Business,Business,1939,32,19.0,1,3,5,4,1,5,5,5,5,5,5,1,5,5,Satisfied
34123,Male,9,Returning,Business,Economy,1046,0,2.0,1,5,3,2,5,4,1,1,2,2,4,2,2,4,Neutral or Dissatisfied
70585,Female,12,First-time,Business,Economy,1258,27,9.0,3,3,2,3,4,2,3,1,3,3,4,3,3,3,Neutral or Dissatisfied
27698,Male,47,Returning,Personal,Economy,1107,0,0.0,1,2,3,2,1,1,3,5,3,3,2,2,3,2,Neutral or Dissatisfied
113231,Male,27,First-time,Business,Business,226,21,15.0,3,3,4,3,4,1,5,2,4,4,4,3,4,3,Neutral or Dissatisfied
92904,Female,49,Returning,Business,Business,3970,0,0.0,4,4,3,5,4,5,5,5,5,3,5,4,5,5,Satisfied
76394,Female,22,Returning,Personal,Economy,931,0,0.0,5,3,5,3,3,4,5,5,5,5,5,3,5,4,Neutral or Dissatisfied
2038,Female,56,Returning,Business,Business,1936,0,0.0,1,1,3,5,1,5,5,5,5,5,5,1,5,5,Satisfied
117366,Female,41,Returning,Personal,Economy,296,0,0.0,3,2,1,2,4,2,1,2,1,1,3,2,1,3,Neutral or Dissatisfied
43289,Male,31,Returning,Business,Business,1858,0,0.0,2,5,3,4,2,2,3,2,3,3,1,2,3,1,Satisfied
111084,Male,28,Returning,Personal,Economy,319,0,1.0,4,3,3,3,4,4,1,5,1,1,4,3,1,5,Neutral or Dissatisfied
59821,Female,16,Returning,Personal,Business,937,1,0.0,5,3,4,3,4,1,5,3,5,5,4,3,5,5,Neutral or Dissatisfied
91049,Female,28,Returning,Personal,Economy,545,0,0.0,2,4,3,4,3,2,3,3,1,1,4,3,1,3,Neutral or Dissatisfied
97753,Female,65,First-time,Business,Economy,387,24,14.0,1,4,2,4,4,1,1,4,1,1,3,4,1,4,Neutral or Dissatisfied
114628,Female,49,Returning,Business,Business,2977,1,0.0,3,3,3,5,3,5,5,5,3,4,5,3,5,5,Satisfied
39086,Male,18,Returning,Business,Business,2334,0,0.0,3,3,4,1,3,1,1,5,1,1,4,1,1,4,Neutral or Dissatisfied
98818,Female,19,First-time,Business,Economy,763,0,0.0,2,2,4,2,3,4,2,3,3,3,4,2,3,5,Neutral or Dissatisfied
15655,Female,58,Returning,Personal,Economy,258,0,0.0,5,2,4,1,2,5,5,2,3,1,5,2,5,5,Neutral or Dissatisfied
116795,Male,57,Returning,Personal,Economy Plus,333,0,0.0,5,3,5,3,1,3,3,3,3,3,4,3,3,4,Neutral or Dissatisfied
85428,Male,43,Returning,Business,Business,214,0,0.0,1,3,3,5,1,5,4,5,5,4,5,1,5,5,Satisfied
105643,Female,57,Returning,Business,Business,925,39,38.0,2,2,5,5,2,4,4,4,4,2,4,2,4,4,Satisfied
90688,Male,40,Returning,Business,Business,2564,0,0.0,1,1,5,5,1,4,4,4,5,2,4,1,4,4,Satisfied
21806,Female,23,First-time,Business,Economy,341,0,0.0,0,3,3,3,3,2,4,5,4,4,3,3,4,3,Neutral or Dissatisfied
96677,Male,59,Returning,Business,Economy Plus,972,2,0.0,2,2,1,1,2,1,1,5,1,1,3,1,1,4,Neutral or Dissatisfied
38544,Male,52,Returning,Business,Business,2465,0,0.0,2,2,4,3,2,4,4,5,1,5,4,2,4,4,Satisfied
126417,Male,41,Returning,Business,Business,2265,0,0.0,5,2,4,4,5,5,4,5,4,2,5,5,5,5,Satisfied
44731,Male,40,Returning,Business,Economy Plus,67,0,4.0,4,5,4,4,5,2,4,1,4,4,4,4,4,1,Satisfied
45248,Male,36,Returning,Business,Economy Plus,1013,0,3.0,2,2,4,4,2,3,4,4,4,4,2,4,4,3,Satisfied
12577,Female,26,First-time,Business,Economy,542,13,6.0,0,5,3,0,1,5,4,4,4,4,1,5,4,1,Satisfied
68436,Female,38,Returning,Business,Business,1045,0,0.0,5,5,4,4,5,4,5,4,3,4,4,5,4,4,Satisfied
80433,Female,62,Returning,Personal,Economy,2248,0,0.0,4,2,5,4,1,3,4,2,5,3,3,2,3,2,Neutral or Dissatisfied
39701,Female,35,Returning,Business,Business,298,0,0.0,0,0,3,3,3,1,3,1,1,2,1,0,1,1,Satisfied
11969,Female,45,Returning,Business,Business,1775,22,18.0,3,4,5,5,4,4,4,4,4,3,4,4,4,4,Satisfied
62839,Female,53,Returning,Business,Business,2447,0,0.0,3,3,5,4,3,5,5,5,3,3,5,3,5,5,Satisfied
103574,Female,37,Returning,Business,Economy,204,4,0.0,3,3,2,3,3,3,3,1,3,3,4,3,3,3,Neutral or Dissatisfied
117024,Male,53,Returning,Business,Business,325,27,24.0,2,2,5,4,2,4,5,4,3,4,4,2,4,4,Satisfied
70288,Male,28,Returning,Business,Business,852,0,0.0,4,4,3,4,4,4,4,2,4,4,4,4,4,4,Satisfied
125672,Female,19,Returning,Business,Economy,814,0,8.0,4,4,4,3,4,4,4,2,3,3,3,3,3,3,Neutral or Dissatisfied
76420,Male,50,Returning,Business,Economy,405,45,38.0,4,4,3,1,4,3,1,5,1,1,3,1,1,4,Neutral or Dissatisfied
105803,Male,44,Returning,Personal,Economy,842,0,10.0,2,1,1,1,4,4,2,4,2,2,3,1,2,4,Neutral or Dissatisfied
11422,Male,42,Returning,Business,Business,2298,0,0.0,2,2,3,5,2,5,5,5,5,4,5,2,5,4,Satisfied
59464,Female,20,First-time,Business,Economy,758,9,0.0,2,2,3,2,3,5,3,3,3,3,4,2,3,5,Neutral or Dissatisfied
85163,Male,49,Returning,Business,Business,689,0,0.0,3,1,3,5,1,5,4,4,4,5,5,1,5,5,Satisfied
191,Male,35,First-time,Business,Business,213,41,29.0,2,2,4,2,4,4,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
31061,Male,20,First-time,Business,Economy,862,33,27.0,2,2,4,2,4,1,5,2,5,5,4,2,5,4,Neutral or Dissatisfied
98114,Female,23,First-time,Business,Economy,426,14,8.0,0,3,3,3,1,5,4,4,4,4,4,2,4,4,Neutral or Dissatisfied
120802,Male,51,Returning,Business,Business,2357,139,135.0,3,3,2,2,3,2,2,4,2,2,4,3,4,4,Satisfied
118775,Male,27,Returning,Personal,Economy,621,10,6.0,5,3,3,3,5,4,1,5,1,1,5,3,1,4,Neutral or Dissatisfied
84343,Male,22,Returning,Business,Business,3408,5,3.0,4,4,3,4,4,5,4,2,4,4,5,4,4,5,Satisfied
107260,Female,40,Returning,Business,Business,307,9,7.0,4,4,5,5,4,5,4,5,5,3,5,4,5,5,Satisfied
127279,Female,30,Returning,Personal,Economy,1020,50,35.0,2,0,4,0,3,4,5,1,5,5,3,1,5,3,Neutral or Dissatisfied
40674,Female,22,Returning,Personal,Business,599,0,0.0,1,2,4,2,3,2,5,1,5,5,4,2,5,4,Neutral or Dissatisfied
43608,Male,40,First-time,Business,Economy,297,0,0.0,0,1,5,1,3,5,2,5,2,2,1,1,2,4,Neutral or Dissatisfied
33192,Female,50,First-time,Business,Economy Plus,102,0,0.0,3,3,1,3,1,5,4,3,4,4,1,3,4,1,Neutral or Dissatisfied
78037,Male,29,Returning,Personal,Economy,332,0,0.0,3,2,3,2,3,3,1,2,1,1,4,2,1,1,Neutral or Dissatisfied
80424,Male,12,First-time,Business,Economy,1371,0,27.0,2,2,4,2,2,2,5,5,2,2,2,2,2,3,Neutral or Dissatisfied
108168,Male,47,Returning,Personal,Economy,1166,0,0.0,5,4,5,4,5,5,4,3,4,4,5,4,4,3,Neutral or Dissatisfied
72690,Male,43,Returning,Personal,Economy,918,22,9.0,5,3,3,3,1,4,5,5,5,5,5,3,5,4,Neutral or Dissatisfied
96912,Female,42,Returning,Personal,Economy,571,10,3.0,5,4,5,1,3,1,2,4,1,4,1,4,1,1,Neutral or Dissatisfied
7925,Male,43,Returning,Personal,Economy,1020,0,8.0,1,5,2,5,4,1,3,3,3,3,3,4,3,3,Neutral or Dissatisfied
39650,Female,43,Returning,Business,Economy,1136,0,0.0,4,4,3,3,4,5,4,5,5,3,5,5,5,5,Satisfied
63938,Male,69,Returning,Personal,Economy,1172,0,0.0,3,3,1,3,4,4,5,5,5,5,4,3,5,4,Neutral or Dissatisfied
19025,Female,20,Returning,Personal,Economy,788,0,0.0,4,1,1,1,3,2,2,5,2,2,4,1,2,3,Neutral or Dissatisfied
34044,Male,64,Returning,Personal,Economy,1608,0,0.0,5,1,4,1,3,3,2,5,2,2,4,1,2,4,Neutral or Dissatisfied
54358,Female,35,Returning,Business,Economy,1235,0,0.0,4,5,5,4,4,4,4,4,4,4,4,4,4,2,Satisfied
88404,Male,41,Returning,Business,Business,2208,16,11.0,2,4,3,4,2,2,3,1,1,2,2,2,2,2,Neutral or Dissatisfied
46489,Male,42,Returning,Business,Business,125,45,41.0,4,0,4,2,3,3,5,3,5,4,3,0,3,3,Satisfied
12331,Female,32,Returning,Business,Business,192,61,53.0,1,1,4,5,1,2,4,3,5,5,4,1,5,3,Satisfied
40108,Male,47,Returning,Business,Economy,368,0,0.0,2,3,3,2,3,4,2,2,2,2,4,2,2,4,Neutral or Dissatisfied
59030,Female,21,First-time,Business,Economy,1846,0,,2,2,3,2,4,4,2,2,5,5,4,2,5,3,Neutral or Dissatisfied
43923,Male,18,Returning,Personal,Economy,199,0,0.0,5,0,3,0,3,5,3,3,3,3,5,3,3,5,Neutral or Dissatisfied
3897,Male,60,Returning,Business,Economy,213,27,24.0,2,2,3,4,2,3,4,2,4,4,1,4,4,4,Satisfied
125444,Female,43,Returning,Business,Business,2845,0,0.0,4,4,3,5,4,5,4,5,4,5,5,4,5,5,Satisfied
35509,Female,40,Returning,Personal,Economy,1076,0,0.0,5,1,4,1,4,4,1,3,1,1,4,1,1,5,Neutral or Dissatisfied
19912,Male,39,First-time,Business,Economy,240,148,128.0,3,2,3,3,3,1,3,4,3,2,4,2,4,4,Neutral or Dissatisfied
91560,Male,12,Returning,Personal,Economy,680,0,0.0,4,4,3,4,2,4,3,2,3,3,4,4,3,5,Neutral or Dissatisfied
18392,Female,23,Returning,Business,Economy,378,0,0.0,4,4,3,5,4,4,4,2,5,5,5,5,5,4,Satisfied
90308,Female,50,Returning,Personal,Economy,932,82,71.0,5,2,5,4,2,2,4,2,4,3,2,2,2,2,Neutral or Dissatisfied
114418,Female,49,Returning,Business,Business,372,1,0.0,3,2,5,5,3,5,5,5,4,5,5,3,5,5,Satisfied
52490,Female,64,Returning,Personal,Economy Plus,751,129,120.0,4,2,5,5,2,5,5,2,3,3,5,2,5,5,Neutral or Dissatisfied
45219,Male,30,Returning,Business,Business,1013,154,159.0,4,4,4,4,4,4,4,2,4,4,2,4,3,2,Neutral or Dissatisfied
